#                  time                       real
 2.5018749999999999E-02    -1.9296124832237343E-03
 7.5056249999999991E-02    -4.2171002359879415E-03
 1.2509375000000000E-01    -4.0906127237177710E-03
 1.7513124999999999E-01    -9.9758891228008892E-04
 2.2516875000000000E-01     5.7414816065519151E-03
 2.7520624999999999E-01     1.6808388111596646E-02
 3.2524374999999994E-01     3.2707483805752113E-02
 3.7528124999999996E-01     5.3538003500117816E-02
 4.2531874999999997E-01     7.8743993900889944E-02
 4.7535624999999998E-01     1.0689744580177765E-01
 5.2539374999999999E-01     1.3560495623976948E-01
 5.7543124999999995E-01     1.6164545427105056E-01
 6.2546874999999991E-01     1.8141111390119233E-01
 6.7550624999999997E-01     1.9161223244129383E-01
 7.2554374999999993E-01     1.9004949754386991E-01
 7.7558125000000000E-01     1.7615331570546960E-01
 8.2561874999999996E-01     1.5104877995308347E-01
 8.7565624999999991E-01     1.1712970122588702E-01
 9.2569374999999998E-01     7.7369029181698273E-02
 9.7573124999999994E-01     3.4677449064487838E-02
 1.0257687500000001E+00    -8.1868125430712684E-03
 1.0758062500000001E+00    -4.8441404256975643E-02
 1.1258437500000000E+00    -8.6303844901250315E-02
 1.1758812500000000E+00    -1.2224992640513653E-01
 1.2259187499999999E+00    -1.5664500685186919E-01
 1.2759562500000001E+00    -1.8976161044173243E-01
 1.3259937500000001E+00    -2.2179446582666199E-01
 1.3760312500000000E+00    -2.5287259614522406E-01
 1.4260687500000000E+00    -2.8306891450783844E-01
 1.4761062500000000E+00    -3.1240797666223918E-01
 1.5261437500000001E+00    -3.4087251105507799E-01
 1.5761812500000001E+00    -3.6840924888860499E-01
 1.6262187500000000E+00    -3.9493447052919123E-01
 1.6762562500000000E+00    -4.2033958471550675E-01
 1.7262937500000000E+00    -4.4449696321017695E-01
 1.7763312500000001E+00    -4.6726616189932174E-01
 1.8263687500000001E+00    -4.8850056687311916E-01
 1.8764062500000001E+00    -5.0805441043792032E-01
 1.9264437500000000E+00    -5.2579001023123295E-01
 1.9764812500000000E+00    -5.4158500048517078E-01
 2.0265187500000001E+00    -5.5533925597318778E-01
 2.0765562499999999E+00    -5.6698116501447637E-01
 2.1265937500000001E+00    -5.7647289590209871E-01
 2.1766312500000002E+00    -5.8381432631189856E-01
 2.2266687500000000E+00    -5.8904536835805199E-01
 2.2767062500000002E+00    -5.9224651847957555E-01
 2.3267437499999999E+00    -5.9353758161240378E-01
 2.3767812500000001E+00    -5.9307464947738431E-01
 2.4268187499999998E+00    -5.9104553776915114E-01
 2.4768562500000000E+00    -5.8766399172069561E-01
 2.5268937500000002E+00    -5.8316304228025628E-01
 2.5769312499999999E+00    -5.7778792929773537E-01
 2.6269687500000001E+00    -5.7178900275397049E-01
 2.6770062499999998E+00    -5.6541497262955620E-01
 2.7270437500000000E+00    -5.5890681097881501E-01
 2.7770812500000002E+00    -5.5249252679661542E-01
 2.8271187499999999E+00    -5.4638294620250305E-01
 2.8771562500000001E+00    -5.4076854679327369E-01
 2.9271937499999998E+00    -5.3581732279251515E-01
 2.9772312500000000E+00    -5.3167360109382078E-01
 3.0272687500000002E+00    -5.2845768902737045E-01
 3.0773062499999999E+00    -5.2626621209190139E-01
 3.1273437500000001E+00    -5.2517299190744759E-01
 3.1773812499999998E+00    -5.2523031837945688E-01
 3.2274187500000000E+00    -5.2647048238909466E-01
 3.2774562500000002E+00    -5.2890745327451194E-01
 3.3274937499999999E+00    -5.3253860638355244E-01
 3.3775312500000001E+00    -5.3734642800915711E-01
 3.4275687499999998E+00    -5.4330014653359893E-01
 3.4776062500000000E+00    -5.5035725852879280E-01
 3.5276437500000002E+00    -5.5846493618926807E-01
 3.5776812499999999E+00    -5.6756131739320337E-01
 3.6277187500000001E+00    -5.7757669167766801E-01
 3.6777562499999998E+00    -5.8843460439814144E-01
 3.7277937500000000E+00    -6.0005290731744765E-01
 3.7778312500000002E+00    -6.1234478689746985E-01
 3.8278687499999999E+00    -6.2521980173817915E-01
 3.8779062500000001E+00    -6.3858495804706528E-01
 3.9279437499999998E+00    -6.5234584689096886E-01
 3.9779812500000000E+00    -6.6640785948873948E-01
 4.0280187500000002E+00    -6.8067748722679156E-01
 4.0780562500000004E+00    -6.9506370178872234E-01
 4.1280937499999997E+00    -7.0947939825971251E-01
 4.1781312499999999E+00    -7.2384287090382704E-01
 4.2281687500000000E+00    -7.3807927825123054E-01
 4.2782062500000002E+00    -7.5212204202483612E-01
 4.3282437500000004E+00    -7.6591411422751121E-01
 4.3782812499999997E+00    -7.7940903936840933E-01
 4.4283187499999999E+00    -7.9257173525859947E-01
 4.4783562500000000E+00    -8.0537891682917973E-01
 4.5283937500000002E+00    -8.1781909356073923E-01
 4.5784312500000004E+00    -8.2989208257035074E-01
 4.6284687499999997E+00    -8.4160799599752201E-01
 4.6785062499999999E+00    -8.5298568248069517E-01
 4.7285437500000000E+00    -8.6405062726173010E-01
 4.7785812500000002E+00    -8.7483234257872255E-01
 4.8286187499999995E+00    -8.8536130814476954E-01
 4.8786562499999997E+00    -8.9566554933618880E-01
 4.9286937499999999E+00    -9.0576696708053572E-01
 4.9787312500000001E+00    -9.1567755748009427E-01
 5.0287687500000002E+00    -9.2539568039446385E-01
 5.0788062499999995E+00    -9.3490255425443503E-01
 5.1288437499999997E+00    -9.4415916910509057E-01
 5.1788812499999999E+00    -9.5310382093621426E-01
 5.2289187500000001E+00    -9.6165047695847528E-01
 5.2789562500000002E+00    -9.6968818207303276E-01
 5.3289937499999995E+00    -9.7708170883512557E-01
 5.3790312499999997E+00    -9.8367363318137990E-01
 5.4290687499999999E+00    -9.8928798170038657E-01
 5.4791062500000001E+00    -9.9373553865278619E-01
 5.5291437500000002E+00    -9.9682081835146930E-01
 5.5791812499999995E+00    -9.9835059900493739E-01
 5.6292187499999997E+00    -9.9814377945438149E-01
 5.6792562499999999E+00    -9.9604216734353845E-01
 5.7292937500000001E+00    -9.9192164938839444E-01
 5.7793312500000003E+00    -9.8570305113001611E-01
 5.8293687499999995E+00    -9.7736188924125522E-01
 5.8794062499999997E+00    -9.6693617992573833E-01
 5.9294437499999999E+00    -9.5453151435379602E-01
 5.9794812500000001E+00    -9.4032275902275564E-01
 6.0295187500000003E+00    -9.2455198311211850E-01
 6.0795562499999996E+00    -9.0752253615511469E-01
 6.1295937499999997E+00    -8.8958956041857884E-01
 6.1796312499999999E+00    -8.7114757407239751E-01
 6.2296687500000001E+00    -8.5261605105306226E-01
 6.2797062500000003E+00    -8.3442410588770155E-01
 6.3297437499999996E+00    -8.1699543703333832E-01
 6.3797812499999997E+00    -8.0073458261686248E-01
 6.4298187499999999E+00    -7.8601531291837912E-01
 6.4798562500000001E+00    -7.7317165955676481E-01
 6.5298937500000003E+00    -7.6249171096552404E-01
 6.5799312499999996E+00    -7.5421394232369532E-01
 6.6299687499999997E+00    -7.4852554843130836E-01
 6.6800062499999999E+00    -7.4556205288756427E-01
 6.7300437500000001E+00    -7.4540740239236081E-01
 6.7800812500000003E+00    -7.4809382584591477E-01
 6.8301187499999996E+00    -7.5360092680756452E-01
 6.8801562499999998E+00    -7.6185374891192870E-01
 6.9301937499999999E+00    -7.7271986049509034E-01
 6.9802312500000001E+00    -7.8600579997826092E-01
 7.0302687500000003E+00    -8.0145346958201269E-01
 7.0803062499999996E+00    -8.1873723869030768E-01
 7.1303437499999998E+00    -8.3746261210353223E-01
 7.1803812499999999E+00    -8.5716733603425321E-01
 7.2304187500000001E+00    -8.7732576340699508E-01
 7.2804562500000003E+00    -8.9735718410273924E-01
 7.3304937499999996E+00    -9.1663999097070059E-01
 7.3805312499999998E+00    -9.3453260034736130E-01
 7.4305687499999999E+00    -9.5039194459312692E-01
 7.4806062500000001E+00    -9.6359865296615466E-01
 7.5306437500000003E+00    -9.7358621121150013E-01
 7.5806812499999996E+00    -9.7987145011346077E-01
 7.6307187499999998E+00    -9.8208421875261542E-01
 7.6807562500000000E+00    -9.7999371174555072E-01
 7.7307937500000001E+00    -9.7352878242826801E-01
 7.7808312500000003E+00    -9.6278978384803249E-01
 7.8308687499999996E+00    -9.4805008603671170E-01
 7.8809062499999998E+00    -9.2974639242250812E-01
 7.9309437500000000E+00    -9.0845819986954468E-01
 7.9809812500000001E+00    -8.8487801726149229E-01
 8.0310187499999994E+00    -8.5977504255469173E-01
 8.0810562499999996E+00    -8.3395568821768951E-01
 8.1310937499999998E+00    -8.0822451349079583E-01
 8.1811312499999982E+00    -7.8334876055175373E-01
 8.2311687499999984E+00    -7.6002890828520886E-01
 8.2812062499999985E+00    -7.3887663898963218E-01
 8.3312437499999987E+00    -7.2040056988536783E-01
 8.3812812499999989E+00    -7.0499921089427842E-01
 8.4313187499999991E+00    -6.9295998419672145E-01
 8.4813562499999993E+00    -6.8446281505526052E-01
 8.5313937499999994E+00    -6.7958675009272240E-01
 8.5814312499999996E+00    -6.7831821334805797E-01
 8.6314687499999998E+00    -6.8055979409490863E-01
 8.6815062499999982E+00    -6.8613880186727028E-01
 8.7315437499999984E+00    -6.9481516768103679E-01
 8.7815812499999986E+00    -7.0628857845573323E-01
 8.8316187499999987E+00    -7.2020498199556504E-01
 8.8816562499999989E+00    -7.3616278152024583E-01
 8.9316937499999991E+00    -7.5371914755299962E-01
 8.9817312499999993E+00    -7.7239691100991115E-01
 9.0317687499999995E+00    -7.9169246738463750E-01
 9.0818062499999996E+00    -8.1108502338327459E-01
 9.1318437499999998E+00    -8.3004736287811354E-01
 9.1818812499999982E+00    -8.4805811142075349E-01
 9.2319187499999984E+00    -8.6461525547925033E-01
 9.2819562499999986E+00    -8.7925044662753904E-01
 9.3319937499999988E+00    -8.9154341852158614E-01
 9.3820312499999989E+00    -9.0113569341397382E-01
 9.4320687499999991E+00    -9.0774268063836072E-01
 9.4821062499999993E+00    -9.1116329054291534E-01
 9.5321437499999995E+00    -9.1128631105652125E-01
 9.5821812499999997E+00    -9.0809301314707658E-01
 9.6322187499999981E+00    -9.0165574314849406E-01
 9.6822562499999982E+00    -8.9213258848044619E-01
 9.7322937499999984E+00    -8.7975852535325894E-01
 9.7823312499999986E+00    -8.6483372965290717E-01
 9.8323687499999988E+00    -8.4770992081172125E-01
 9.8824062499999989E+00    -8.2877569336914547E-01
 9.9324437499999991E+00    -8.0844177001448836E-01
 9.9824812499999993E+00    -7.8712699746947301E-01
 1.0032518749999999E+01    -7.6524572867677887E-01
 1.0082556250000000E+01    -7.4319702288178702E-01
 1.0132593749999998E+01    -7.2135587990029704E-01
 1.0182631249999998E+01    -7.0006653106622529E-01
 1.0232668749999998E+01    -6.7963765373019980E-01
 1.0282706249999999E+01    -6.6033926680347677E-01
 1.0332743749999999E+01    -6.4240100235706088E-01
 1.0382781249999999E+01    -6.2601142799893694E-01
 1.0432818749999999E+01    -6.1131810885956539E-01
 1.0482856249999999E+01    -5.9842813756749258E-01
 1.0532893749999999E+01    -5.8740891692558428E-01
 1.0582931250000000E+01    -5.7828904554029181E-01
 1.0632968749999998E+01    -5.7105922526636477E-01
 1.0683006249999998E+01    -5.6567317618277368E-01
 1.0733043749999998E+01    -5.6204860607557039E-01
 1.0783081249999999E+01    -5.6006833381019083E-01
 1.0833118749999999E+01    -5.5958170645882177E-01
 1.0883156249999999E+01    -5.6040647552907585E-01
 1.0933193749999999E+01    -5.6233129822190553E-01
 1.0983231249999999E+01    -5.6511858554498295E-01
 1.1033268750000000E+01    -5.6850843718450739E-01
 1.1083306250000000E+01    -5.7222451315269873E-01
 1.1133343749999998E+01    -5.7598026690264470E-01
 1.1183381249999998E+01    -5.7948596942118424E-01
 1.1233418749999998E+01    -5.8245638336430061E-01
 1.1283456249999999E+01    -5.8461877726511946E-01
 1.1333493749999999E+01    -5.8572088602103634E-01
 1.1383531249999999E+01    -5.8553837139659648E-01
 1.1433568749999999E+01    -5.8388132568231821E-01
 1.1483606249999999E+01    -5.8059939887557932E-01
 1.1533643750000000E+01    -5.7558521435979793E-01
 1.1583681250000000E+01    -5.6877586255739732E-01
 1.1633718749999998E+01    -5.6015241256792381E-01
 1.1683756249999998E+01    -5.4973754022904531E-01
 1.1733793749999998E+01    -5.3759151790483350E-01
 1.1783831249999999E+01    -5.2380692915740346E-01
 1.1833868749999999E+01    -5.0850254766795633E-01
 1.1883906249999999E+01    -4.9181684833972172E-01
 1.1933943749999999E+01    -4.7390160047030921E-01
 1.1983981249999999E+01    -4.5491593537179620E-01
 1.2034018750000000E+01    -4.3502119518792681E-01
 1.2084056250000000E+01    -4.1437676907525578E-01
 1.2134093749999998E+01    -3.9313702007097961E-01
 1.2184131249999998E+01    -3.7144931132042930E-01
 1.2234168749999998E+01    -3.4945306108199758E-01
 1.2284206249999999E+01    -3.2727969578844318E-01
 1.2334243749999999E+01    -3.0505333005962187E-01
 1.2384281249999999E+01    -2.8289198029680196E-01
 1.2434318749999999E+01    -2.6090911137714867E-01
 1.2484356249999999E+01    -2.3921532060318895E-01
 1.2534393750000000E+01    -2.1791997629150231E-01
 1.2584431250000000E+01    -1.9713264773844780E-01
 1.2634468749999998E+01    -1.7696418716431930E-01
 1.2684506249999998E+01    -1.5752735179997474E-01
 1.2734543749999998E+01    -1.3893688530362527E-01
 1.2784581249999999E+01    -1.2130901217326495E-01
 1.2834618749999999E+01    -1.0476033658144157E-01
 1.2884656249999999E+01    -8.9406177394635494E-02
 1.2934693749999999E+01    -7.5358412511041944E-02
 1.2984731249999999E+01    -6.2722945566405244E-02
 1.3034768750000000E+01    -5.1596943168277939E-02
