JT_ss_b,JT_ss_m,var_X,var_N,lambda_a
0.9938959732602408,0.5562061971107888,0.3346854117143775,10.227148426273263,100
0.9966416529112828,0.5070483875229235,0.21457015791446232,10.56666215478776,100
0.9962556060509525,0.4415786090099155,0.07828958657524254,9.115806000734942,100
0.9978915113434828,0.4152714405000084,0.06892685661246001,9.639474643665359,100
0.9956163890998644,0.34157126862316745,0.05957075330945727,7.9053195120198865,100
0.9958411375652213,0.34393645948267215,0.05020956376620789,8.333837993090498,100
0.995545976781552,0.27632956278042353,0.3352162723600761,3.780083873854629,100
0.9970653360619579,0.2736446853827773,0.1955340333892488,3.0044410352979014,100
0.9945799663009655,0.31376179109902025,0.1919471034726643,2.9776975671845136,100
0.991616978264852,0.2604034461853222,0.17643912610298262,3.6881815452083373,100
0.9965061212598697,0.24898193621018183,0.090162451937425,4.0558407653838415,100
0.9963962250898009,0.24752395911638525,0.10540637502061057,3.614359978009304,100
0.993807180254489,0.20746420960083756,0.22234008161826868,2.876768403834177,100
0.9951518793481289,0.20471893349727355,0.15407085067190374,3.702218117225769,100
0.9946983531854736,0.19755197397579427,0.13562851258434605,3.687996894096706,100
0.9964616458570721,0.21086088029319716,0.11433004609773911,5.571228579552148,100
0.9954499751941699,0.20339063528526413,0.11201209124845457,5.50008208038318,100
0.9904431272234898,0.2055581628416464,0.12831753470653107,5.027487792796158,100
0.9877436145608982,0.15878868747148667,0.28862349368675344,4.726580709329433,100
0.9876968034220535,0.15554062470706287,0.23620420792584595,4.84815325491747,100
0.9971503903049291,0.2631508749874184,0.20005480444509438,8.169093927350183,100
0.9962209912447936,0.24773741409749095,0.14136991277090472,7.998030976710176,100
0.9942741629715679,0.13955268024935152,0.23742262344115195,4.172246582466428,100
0.9946781566355398,0.14155325665529017,0.19587955625170106,4.4099820967844465,100
0.9949676347325876,0.14045875273017538,0.17143998299589358,4.177565783383351,100
0.994761289958906,0.1316890541931529,0.18630160923127304,4.345904186918496,100
0.9948869834182854,0.14101243452402235,0.17064236435161406,4.828336073252217,100
0.9928506160821461,0.19736437811452867,0.15942603860823656,7.114835594682617,100
0.9920244454940293,0.18432099314159078,0.15647110720694013,6.720906983250643,100
0.996067527924279,0.1690380262739788,0.14831229669968993,6.384111621340281,100
0.9963534314067942,0.1646499917504214,0.1487292351319971,6.262466578934905,100
0.9955871676314076,0.11901120600710013,0.20452159114699398,4.2165591806546345,100
0.9965409227958283,0.12476104250717679,0.19086635063085178,4.552291638595783,100
0.9952555243509249,0.1257328461799906,0.19042620637333563,4.757574788223842,100
0.9961783527398123,0.11757590731489775,0.19232525081508445,4.316245109403958,100
0.9944714319805769,0.0973121028087629,0.222789713138848,3.201309940910818,100
0.9929783154367949,0.10125229464602292,0.21670567460862733,3.664191348335706,100
0.9930878219478462,0.10953538893738102,0.19921552550015842,4.027792710640206,100
0.9925063078176279,0.08579845460579838,0.23530488660313964,2.6011730412311636,100
0.9943728242336306,0.08699562898039603,0.23100355431489994,2.9604301646075655,100
0.993526069531825,0.0808394358461636,0.2612432345226916,1.701422624258413,100
0.9947961590971974,0.07196543064971461,0.2637595462466288,2.1424978554980285,100
0.9947435421793447,0.08048124168247384,0.23199807557396068,2.5183297776039666,100
0.9940825807124302,0.08043586922548773,0.22971955059837368,2.5403585690814268,100
0.9979752903058654,0.08187071811339819,0.2258996578285436,2.6969548723259322,100
