#                  time                       real
 2.5018749999999999E-02    -2.1033356857156519E-02
 7.5056249999999991E-02    -6.2170765896064295E-02
 1.2509375000000000E-01    -1.0207960219463746E-01
 1.7513124999999999E-01    -1.4077246594512277E-01
 2.2516875000000000E-01    -1.7826195733976719E-01
 2.7520624999999999E-01    -2.1456067657081734E-01
 3.2524374999999994E-01    -2.4968122383052027E-01
 3.7528124999999996E-01    -2.8363619931112277E-01
 4.2531874999999997E-01    -3.1643820320487170E-01
 4.7535624999999998E-01    -3.4809983570401382E-01
 5.2539374999999999E-01    -3.7863369700079608E-01
 5.7543124999999995E-01    -4.0805238728746507E-01
 6.2546874999999991E-01    -4.3636850675626798E-01
 6.7550624999999997E-01    -4.6359465559945157E-01
 7.2554374999999993E-01    -4.8974343400926207E-01
 7.7558125000000000E-01    -5.1482744217794729E-01
 8.2561874999999996E-01    -5.3885928029775354E-01
 8.7565624999999991E-01    -5.6185154856092778E-01
 9.2569374999999998E-01    -5.8381684715971671E-01
 9.7573124999999994E-01    -6.0476777628636758E-01
 1.0257687500000001E+00    -6.2471693613312651E-01
 1.0758062500000001E+00    -6.4367692689224087E-01
 1.1258437500000000E+00    -6.6166034875595703E-01
 1.1758812500000000E+00    -6.7867980191652277E-01
 1.2259187499999999E+00    -6.9474788656618403E-01
 1.2759562500000001E+00    -7.0987720289718803E-01
 1.3259937500000001E+00    -7.2408035110178137E-01
 1.3760312500000000E+00    -7.3736993137221130E-01
 1.4260687500000000E+00    -7.4975854390072405E-01
 1.4761062500000000E+00    -7.6125878887956711E-01
 1.5261437500000001E+00    -7.7188326650098693E-01
 1.5761812500000001E+00    -7.8164457695723077E-01
 1.6262187500000000E+00    -7.9055532044054455E-01
 1.6762562500000000E+00    -7.9862809714317606E-01
 1.7262937500000000E+00    -8.0587550725737167E-01
 1.7763312500000001E+00    -8.1231015097537818E-01
 1.8263687500000001E+00    -8.1794462848944272E-01
 1.8764062500000001E+00    -8.2279153999181220E-01
 1.9264437500000000E+00    -8.2686348567473300E-01
 1.9764812500000000E+00    -8.3017306573045246E-01
 2.0265187500000001E+00    -8.3273288035121718E-01
 2.0765562499999999E+00    -8.3455552972927372E-01
 2.1265937500000001E+00    -8.3565361405686933E-01
 2.1766312500000002E+00    -8.3603973352625061E-01
 2.2266687500000000E+00    -8.3572648832966445E-01
 2.2767062500000002E+00    -8.3472647865935790E-01
 2.3267437499999999E+00    -8.3305230470757774E-01
 2.3767812500000001E+00    -8.3071656666657023E-01
 2.4268187499999998E+00    -8.2773186472858329E-01
 2.4768562500000000E+00    -8.2411079908586249E-01
 2.5268937500000002E+00    -8.1986596993065586E-01
 2.5769312499999999E+00    -8.1500997745520953E-01
 2.6269687500000001E+00    -8.0955542185177065E-01
 2.6770062499999998E+00    -8.0351490331258568E-01
 2.7270437500000000E+00    -7.9690102202990176E-01
