#                  time                       real
 3.1268749999999998E-02    -3.4797944380417207E-04
 9.3806249999999994E-02    -9.8503863813745839E-04
 1.5634375000000000E-01    -1.5460819890131925E-03
 2.1888124999999997E-01    -2.0341299935224010E-03
 2.8141875000000000E-01    -2.4522031487561142E-03
 3.4395625000000002E-01    -2.8033219518053595E-03
 4.0649374999999999E-01    -3.0905068997611669E-03
 4.6903124999999996E-01    -3.3167784897145639E-03
 5.3156874999999992E-01    -3.4851572187565788E-03
 5.9410624999999995E-01    -3.5986635839782418E-03
 6.5664374999999997E-01    -3.6603180824705808E-03
 7.1918124999999988E-01    -3.6731412113246232E-03
 7.8171874999999991E-01    -3.6401534676313982E-03
 8.4425624999999993E-01    -3.5643753484819350E-03
 9.0679374999999984E-01    -3.4488273509672624E-03
 9.6933124999999987E-01    -3.2965299721784088E-03
 1.0318687499999999E+00    -3.1105037092064029E-03
 1.0944062499999998E+00    -2.8937690591422710E-03
 1.1569437499999999E+00    -2.6493465190770447E-03
 1.2194812499999999E+00    -2.3802565861017521E-03
 1.2820187500000000E+00    -2.0895197573074188E-03
 1.3445562499999999E+00    -1.7801565297850799E-03
 1.4070937499999998E+00    -1.4551874006257580E-03
 1.4696312499999999E+00    -1.1176328669204813E-03
 1.5321687499999999E+00    -7.7051342576028284E-04
 1.5947062499999998E+00    -4.1684957423618980E-04
 1.6572437499999999E+00    -5.9661809439228681E-05
 1.7197812499999998E+00     2.9802937153956734E-04
 1.7823187499999997E+00     6.5320347160917889E-04
 1.8448562499999999E+00     1.0028399936785658E-03
 1.9073937499999998E+00     1.3439184406567079E-03
 1.9699312499999999E+00     1.6734183154525745E-03
 2.0324687500000000E+00     1.9883191209751358E-03
 2.0950062500000000E+00     2.2856003601333589E-03
 2.1575437499999999E+00     2.5622415358362272E-03
 2.2200812500000002E+00     2.8152221509927010E-03
 2.2826187500000001E+00     3.0415217085117551E-03
 2.3451562500000001E+00     3.2381197113023627E-03
 2.4076937500000000E+00     3.4019956622734927E-03
 2.4702312499999999E+00     3.5301290643341191E-03
 2.5327687500000002E+00     3.6194994203932089E-03
 2.5953062500000001E+00     3.6670862333597386E-03
 2.6578437500000001E+00     3.6698690061426763E-03
 2.7203812500000000E+00     3.6248272416509958E-03
 2.7829187499999999E+00     3.5289404427936658E-03
 2.8454562499999998E+00     3.3791881124796575E-03
 2.9079937500000002E+00     3.1725497536179478E-03
 2.9705312500000001E+00     2.9060048691175022E-03
 3.0330687500000000E+00     2.5765329618872949E-03
 3.0956062499999999E+00     2.1811135348362987E-03
 3.1581437499999998E+00     1.7167260908734806E-03
 3.2206812500000002E+00     1.1803501329078082E-03
 3.2832187500000001E+00     5.6896516384826248E-04
 3.3457562500000000E+00    -1.2044581171130096E-04
 3.4082937499999999E+00    -8.8971271800274989E-04
 3.4708312499999998E+00    -1.7377555791227035E-03
 3.5333687499999997E+00    -2.6630567085578079E-03
 3.5959062500000001E+00    -3.6640984197947083E-03
 3.6584437500000000E+00    -4.7393630263200251E-03
 3.7209812499999999E+00    -5.8873328416204082E-03
 3.7835187499999998E+00    -7.1064901791825005E-03
 3.8460562499999997E+00    -8.3953173524929422E-03
 3.9085937500000001E+00    -9.7522966750383765E-03
 3.9711312500000000E+00    -1.1175910460305428E-02
 4.0336687499999995E+00    -1.2664641021780734E-02
 4.0962062499999998E+00    -1.4216970672950961E-02
 4.1587437499999993E+00    -1.5831381727302717E-02
 4.2212812499999997E+00    -1.7506356498322679E-02
 4.2838187499999991E+00    -1.9240377299497437E-02
 4.3463562499999995E+00    -2.1031926444313696E-02
 4.4088937499999998E+00    -2.2879486246258036E-02
 4.4714312499999993E+00    -2.4781539018817113E-02
 4.5339687499999997E+00    -2.6736567075477592E-02
 4.5965062499999991E+00    -2.8743052729726062E-02
 4.6590437499999995E+00    -3.0799478295049219E-02
 4.7215812499999998E+00    -3.2904326084933683E-02
 4.7841187499999993E+00    -3.5056078412866058E-02
 4.8466562499999997E+00    -3.7253217592333042E-02
 4.9091937499999991E+00    -3.9494225936821212E-02
 4.9717312499999995E+00    -4.1777585759817278E-02
 5.0342687499999998E+00    -4.4102203237003264E-02
 5.0968062499999993E+00    -4.6476733374555775E-02
 5.1593437499999997E+00    -4.8919580009146146E-02
 5.2218812499999991E+00    -5.1449570839640989E-02
 5.2844187499999995E+00    -5.4085533564907015E-02
 5.3469562499999990E+00    -5.6846295883810863E-02
 5.4094937499999993E+00    -5.9750685495219252E-02
 5.4720312499999997E+00    -6.2817530097998800E-02
 5.5345687499999991E+00    -6.6065657391016178E-02
 5.5971062499999995E+00    -6.9513895073138085E-02
 5.6596437499999990E+00    -7.3181070843231166E-02
 5.7221812499999993E+00    -7.7086012400162149E-02
 5.7847187499999997E+00    -8.1247547442797649E-02
 5.8472562499999992E+00    -8.5684503670004283E-02
 5.9097937499999995E+00    -9.0415708780648876E-02
 5.9723312499999990E+00    -9.5459990473597905E-02
 6.0348687499999993E+00    -1.0083617644771828E-01
 6.0974062499999997E+00    -1.0656309440187647E-01
 6.1599437499999992E+00    -1.1265957203493919E-01
 6.2224812499999995E+00    -1.1914443704577315E-01
 6.2850187499999990E+00    -1.2603651713324493E-01
 6.3475562499999993E+00    -1.3335463999622144E-01
 6.4100937499999997E+00    -1.4111763333356911E-01
 6.4726312499999992E+00    -1.4934432484415458E-01
 6.5351687499999995E+00    -1.5805354222684478E-01
 6.5977062499999990E+00    -1.6726411318050607E-01
 6.6602437499999994E+00    -1.7699486540400544E-01
 6.7227812499999997E+00    -1.8725205169085618E-01
 6.7853187499999992E+00    -1.9795832686378353E-01
 6.8478562499999995E+00    -2.0900224260219524E-01
 6.9103937499999990E+00    -2.2027224998625583E-01
 6.9729312499999994E+00    -2.3165680009612996E-01
 7.0354687499999988E+00    -2.4304434401198227E-01
 7.0980062499999992E+00    -2.5432333281397768E-01
 7.1605437499999995E+00    -2.6538221758228042E-01
 7.2230812499999990E+00    -2.7610944939705540E-01
 7.2856187499999994E+00    -2.8639347933846726E-01
 7.3481562499999988E+00    -2.9612275848668052E-01
 7.4106937499999992E+00    -3.0518573792186016E-01
 7.4732312499999995E+00    -3.1347086872417051E-01
 7.5357687499999990E+00    -3.2086660197377637E-01
 7.5983062499999994E+00    -3.2726138875084243E-01
 7.6608437499999988E+00    -3.3254368013553331E-01
