JT_ss_b,JT_ss_m,var_X,var_N,lambda_a
0.29257990006938417,0.29257990006938417,0.07372044899169172,0.5517102852369717,100
0.29572917725833037,0.29572917725833037,0.070024977024155,0.5397397056651236,100
0.29798325525778135,0.29798325525778135,0.06811315134852614,0.526521811288692,100
0.29947978025134614,0.29947978025134614,0.06716768560502784,0.5130914230162524,100
0.30036420655236296,0.30036420655236296,0.06673164790838271,0.5000696162728246,100
0.30076846813539404,0.30076846813539404,0.06654863715095127,0.48776743917046517,100
0.3008034448245863,0.3008034448245863,0.06647312655926851,0.47630442571625764,100
0.30055841638605696,0.30055841638605696,0.0664220249197397,0.46569563411728154,100
0.30010348515304,0.30010348515304,0.06634847304771452,0.45590435903602256,100
0.29949290870463097,0.29949290870463097,0.06622730018360301,0.44687108209786075,100
0.2987683890744681,0.2987683890744681,0.06604663553926882,0.43852863385722074,100
0.297961936609654,0.297961936609654,0.06580286569320337,0.4308099452809202,100
0.29709820531160336,0.29709820531160336,0.06549748807043321,0.42365189890030663,100
0.2961963216522915,0.2961963216522915,0.06513508820152558,0.41699709947371133,100
0.29527127688826893,0.29527127688826893,0.06472201137260003,0.4107945023392787,100
0.29433496430543016,0.29433496430543016,0.06426547893425327,0.4049993987408058,100
0.29339693824219426,0.29339693824219426,0.06377299786369839,0.3995730387283949,100
0.29246496118245924,0.29246496118245924,0.06325196843847336,0.3944820591389657,100
0.2915453933210229,0.2915453933210229,0.0627094283928531,0.38969782186091706,100
0.29064346778375505,0.29064346778375505,0.06215189257247378,0.38519573044472466,100
0.28976348489291104,0.28976348489291104,0.061585260179654044,0.3809545692544205,100
0.2889089506900626,0.2889089506900626,0.06101477018134016,0.37695589305593913,100
0.28808267829768475,0.28808267829768475,0.06044499106379064,0.37318348334518703,100
0.28728686544786786,0.28728686544786786,0.05987983490731119,0.3696228793538552,100
0.28652315743265266,0.28652315743265266,0.05932258836531301,0.36626098564608256,100
0.28579270163686565,0.28579270163686565,0.058775954970860744,0.36308575394769704,100
0.285096197520032,0.285096197520032,0.058242104522376215,0.36008593395111177,100
0.2844339442592939,0.2844339442592939,0.057722726286227766,0.3572508859874546,100
0.283805887113573,0.283805887113573,0.05721908350711247,0.3545704474122999,100
0.2832116628069662,0.2832116628069662,0.056732067310167444,0.3520348441427146,100
0.28265064376128246,0.28265064376128246,0.05626224855702011,0.3496346388385234,100
0.28212198075617356,0.28212198075617356,0.0558099266113945,0.34736070761158544,100
0.2816246435002383,0.2816246435002383,0.05537517429957328,0.3452042378320215,100
0.2811574586046217,0.2811574586046217,0.054957878624676826,0.3431567403921605,100
0.28071914452721447,0.28071914452721447,0.054557777023376164,0.3412100707420578,100
0.28030834316742137,0.28030834316742137,0.05417448914005685,0.33935645396185876,100
0.2799236479186541,0.2799236479186541,0.053807544242461036,0.33758851010671265,100
0.279563628111411,0.279563628111411,0.05345640451615985,0.3358992769753293,100
0.2792268498935998,0.2792268498935998,0.05312048455612339,0.33428222829110155,100
0.2789118936911301,0.2789118936911301,0.052799167426284876,0.3327312860426481,100
0.2786173684662693,0.2786173684662693,0.05249181768450739,0.3312408263539517,100
0.2783419230444031,0.2783419230444031,0.05219779177617556,0.3298056787715211,100
0.27808425481347165,0.27808425481347165,0.051916446189464005,0.3284211192812627,100
0.27784311611431867,0.27784311611431867,0.05164714374049573,0.3270828576332292,100
0.277617318640872,0.277617318640872,0.05138925832493857,0.3257870197726902,100
0.27740573615698827,0.27740573615698827,0.051142178434285146,0.3245301262735829,100
0.27720730581679764,0.27720730581679764,0.05090530969521778,0.3233090677206505,100
0.27702102834903086,0.27702102834903086,0.05067807664973101,0.32212107795398737,100
0.27684596733737443,0.27684596733737443,0.050459923956094666,0.32096370604885394,100
0.2766812477986844,0.2766812477986844,0.05025031715553119,0.3198347878116188,100
0.27652605423096144,0.27652605423096144,0.05004874311783525,0.31873241745412173,100
0.27637962827567364,0.27637962827567364,0.0498547102531437,0.3176549200138936,100
0.27624126611317124,0.27624126611317124,0.04966774855423017,0.3166008249610428,100
0.2761103156876302,0.2761103156876302,0.04948740951598296,0.31556884133379626,100
0.27598617383785107,0.27598617383785107,0.04931326596389296,0.31455783462997644,100
0.2758682833941979,0.2758682833941979,0.04914491181324887,0.313566805610467,100
0.2757561302875431,0.2757561302875431,0.048981961772180505,0.3125948710790034,100
0.2756492407051575,0.2756492407051575,0.04882405099662279,0.31164124665022896,100
0.2755471783193464,0.2755471783193464,0.048670834701562415,0.31070523146533446,100
0.27544954160711455,0.27544954160711455,0.0485219877304659,0.3097861947660192,100
0.2753559612744071,0.2753559612744071,0.04837720408468882,0.3088835642325307,100
0.27526609779318356,0.27526609779318356,0.04823619641324428,0.30799681594218953,100
0.2751796390570974,0.2751796390570974,0.048098695464407815,0.3071254658153002,100
0.2750962981592632,0.2750962981592632,0.047964449501406325,0.3062690624134099,100
0.275015811292862,0.275015811292862,0.04783322368394349,0.30542718092661403,100
0.27493793577519166,0.27493793577519166,0.047704799419528765,0.3045994182261147,100
0.27486244819399464,0.27486244819399464,0.047578973688228055,0.3037853888418951,100
0.27478914267431775,0.27478914267431775,0.047455558345325,0.3029847217385857,100
0.2747178292637732,0.2747178292637732,0.047334379406912874,0.30219705777961536,100
0.2746483324332424,0.2746483324332424,0.04721527632338096,0.3014220477692291,100
0.2745804896899605,0.2745804896899605,0.04709810124616931,0.3006593509820803,100
0.27451415029948556,0.27451415029948556,0.04698271829301093,0.29990863409769375,100
0.27444917411254777,0.27444917411254777,0.04686900281652884,0.2991695704613164,100
0.2743854304927905,0.2743854304927905,0.046756840681116074,0.2984418396115913,100
0.27432279734098985,0.27432279734098985,0.04664612755241526,0.29772512701724096,100
0.27426116021122005,0.27426116021122005,0.046536768203528256,0.2970191239779538,100
0.2742004115140513,0.2742004115140513,0.04642867584125909,0.2963235276442795,100
0.27414044980212193,0.27414044980212193,0.04632177145581684,0.29563804113007564,100
0.2740811791327493,0.2740811791327493,0.046215983196109534,0.29496237368026357,100
0.2740225085027541,0.2740225085027541,0.04611124577309256,0.2942962408785448,100
0.2739643513503114,0.2739643513503114,0.0460074998926715,0.29363936487392905,100
0.27390662511864305,0.27390662511864305,0.045904691719212076,0.2929914746083,100
0.2738492508766114,0.2738492508766114,0.04580277237056951,0.2923523060371025,100
0.27379215299114046,0.27379215299114046,0.04570169744481678,0.291721602329563,100
0.2737352588467813,0.2737352588467813,0.045601426578897764,0.29109911404682265,100
0.2736784986077315,0.2736784986077315,0.04550192303887235,0.2904845992927001,100
0.27362180501753575,0.27362180501753575,0.04540315334083933,0.2898778238247566,100
0.2735651132326793,0.2735651132326793,0.045305086902334146,0.2892785611394615,100
0.2735083606855411,0.2735083606855411,0.04520769572264027,0.28868659251577355,100
0.2734514869733231,0.2734514869733231,0.04511095409134014,0.28810170703015814,100
0.27339443376900385,0.27339443376900385,0.04501483832337305,0.28752370153246787,100
0.27333714475132387,0.27333714475132387,0.044919326519573755,0.2869523805925773,100
0.2732795655506455,0.2732795655506455,0.04482439835106511,0.2863875564162264,100
0.2732216437079531,0.2732216437079531,0.04473003486610838,0.28582904873326953,100
0.2731633286444889,0.2731633286444889,0.044636218317835485,0.2852766846604169,100
0.2731045716397582,0.2731045716397582,0.04454293201137671,0.28473029854083265,100
0.2730453258159834,0.2730453258159834,0.044450160168954644,0.2841897317655828,100
0.27298554612710824,0.27298554612710824,0.04435788781133221,0.28365483257537605,100
0.2729251893509653,0.2729251893509653,0.04426610065437986,0.2831254558502785,100
0.2728642140831794,0.2728642140831794,0.04417478501925687,0.28260146288653587,100
