JT_ss_b,JT_ss_m,var_X,var_N,lambda_a
0.6663517331176356,0.6663517331176356,0.05785545876864029,3.684102477348109,100.0
0.631297178920663,0.631297178920663,0.12520870284262275,3.5000384669124376,100.0
0.592396029224275,0.592396029224275,0.11527774501707844,2.4688136837120656,100.0
0.5502975893678188,0.5502975893678188,0.11194643576899743,1.5593845245584568,100.0
0.6257377299646062,0.6257377299646062,0.12636569026140143,2.8161358721543266,100.0
0.7425808648998501,0.7425808648998501,0.1156791319629904,4.344347494758331,100.0
0.6733970800411584,0.6733970800411584,0.08518671825604751,3.5469492684608106,100.0
0.6148760668417297,0.6148760668417297,0.1360050305183379,3.4537413645564765,100.0
0.5671756422227106,0.5671756422227106,0.11313381671100564,2.654175082697167,100.0
0.5947654803701509,0.5947654803701509,0.15669180615131573,3.6932948625754456,100.0
0.5606818760980414,0.5606818760980414,0.20042584776111672,4.012008075854993,100.0
0.5577979712022658,0.5577979712022658,0.24799770515356412,4.082232458718263,100.0
0.44538436800153947,0.44538436800153947,0.4090220169219949,2.448448497456928,100.0
0.30322208054263244,0.30322208054263244,0.3102894166623492,2.00746693448275,100.0
0.21014386353776804,0.21014386353776804,0.21974670948683872,1.3234600226631343,100.0
0.19348563898346682,0.19348563898346682,0.18390391217044644,1.214582487362966,100.0
0.13217134152513343,0.13217134152513343,0.11825693676511584,1.0172203206627248,100.0
0.09701896318880521,0.09701896318880521,0.10154556094276013,0.8198803394549774,100.0
0.032774660246589704,0.032774660246589704,0.06085380250915173,0.09187393037739255,100.0
0.0213910459098845,0.0213910459098845,0.049762399508950006,0.07803340721810592,100.0
0.020108658622679076,0.020108658622679076,0.05208244039934162,0.07709743031516503,100.0
0.02021108863466403,0.02021108863466403,0.0543515194936498,0.04827996754843156,100.0
0.010275387214614184,0.010275387214614184,0.034037905625540765,0.016238220398971492,100.0
0.008512462124127262,0.008512462124127262,0.02973937699299567,0.010073926827965707,100.0
0.0076071269615543,0.0076071269615543,0.030342481430007506,0.007183865618278773,100.0
0.007683328138303525,0.007683328138303525,0.03203269336720527,0.0034716113136976645,100.0
0.005786901797066979,0.005786901797066979,0.025116662297089642,0.002798932582370739,100.0
0.004453706715520478,0.004453706715520478,0.01979933210818874,0.001546031378186541,100.0
0.00366077785814678,0.00366077785814678,0.017248059865997645,0.001176620602612033,100.0
0.003508842731546613,0.003508842731546613,0.016788097741352814,0.0016539147300793644,100.0
0.003399613077003538,0.003399613077003538,0.016560076027745896,0.0015425502231654065,100.0
0.0025687616558913717,0.0025687616558913717,0.01329328680256503,0.0016811665002567366,100.0
0.002515170367493047,0.002515170367493047,0.013120646582384099,0.0011105023415396431,100.0
0.0022809553021234663,0.0022809553021234663,0.012049753511940708,0.0011877433914051494,100.0
0.0019207036382095088,0.0019207036382095088,0.010382203678818702,0.0016480144662764928,100.0
0.001439272929632751,0.001439272929632751,0.008741953958217752,0.0020765338870702976,100.0
0.0013327348272149653,0.0013327348272149653,0.008261994487439916,0.0023588920233539312,100.0
0.0012100982748477485,0.0012100982748477485,0.008079252532822379,0.0011956835353519324,100.0
0.0010768064478577921,0.0010768064478577921,0.00758609383628106,0.0005158239866638326,100.0
0.0008763357378976933,0.0008763357378976933,0.006774675416125642,0.0006176007508855719,100.0
0.0007182894786089689,0.0007182894786089689,0.006054747674721139,0.0003488396374198288,100.0
0.0006538745181537964,0.0006538745181537964,0.005762734248485946,0.00029251432983912196,100.0
0.0005891776609979749,0.0005891776609979749,0.005480107554691083,0.0003402790140221157,100.0
0.0005362812905864711,0.0005362812905864711,0.005336317872051244,0.0005055353199470147,100.0
0.00047481601196530665,0.00047481601196530665,0.005095092613012109,0.0004692025903718644,100.0
0.00041014359540714196,0.00041014359540714196,0.00486340894107673,0.0004458765532238118,100.0
0.00033521303557193516,0.00033521303557193516,0.004731935856990499,0.00033770377477360114,100.0
0.00032712314764293815,0.00032712314764293815,0.004792206684627542,0.00026638617331364856,100.0
0.00030762489429159157,0.00030762489429159157,0.004756627420453796,0.0002636240493210096,100.0
0.00022748244037273935,0.00022748244037273935,0.004548873803989051,0.0002570930577086017,100.0
0.00019620994197300234,0.00019620994197300234,0.004450123658131133,0.00012159394014865654,100.0
0.0001721766471229902,0.0001721766471229902,0.0043540102310561934,9.549786853035869e-05,100.0
0.00014691143079315072,0.00014691143079315072,0.004248834679809632,9.062515021618367e-05,100.0
0.00012999945539515778,0.00012999945539515778,0.0041710228154498985,7.016794728187392e-05,100.0
7.90253933049545e-05,7.90253933049545e-05,0.004056656495746713,8.803925978462246e-05,100.0
6.554440490624813e-05,6.554440490624813e-05,0.004007662482683361,8.059899220569378e-05,100.0
5.0708481583061626e-05,5.0708481583061626e-05,0.003951681777282556,8.486435123877811e-05,100.0
3.691690847618112e-05,3.691690847618112e-05,0.0039012244242222494,6.0292444118204e-05,100.0
3.245486487957194e-05,3.245486487957194e-05,0.0038821577078057556,4.891207621504634e-05,100.0
2.732260259874497e-05,2.732260259874497e-05,0.0038632200925726723,4.194301996207628e-05,100.0
2.5576332172261296e-05,2.5576332172261296e-05,0.0038580480169437825,2.2946616896390992e-05,100.0
2.381669414164289e-05,2.381669414164289e-05,0.0038535344840627817,2.6795815468716455e-05,100.0
2.1423758573169138e-05,2.1423758573169138e-05,0.003843104113115059,2.165408288945514e-05,100.0
2.0520015424962956e-05,2.0520015424962956e-05,0.0038382938906467157,2.5259745063621608e-05,100.0
1.7156955139041585e-05,1.7156955139041585e-05,0.003828618554354901,1.4180137993591302e-05,100.0
1.528391359384429e-05,1.528391359384429e-05,0.0038331055900466815,1.408984826412052e-05,100.0
1.1664888048490418e-05,1.1664888048490418e-05,0.0038221157563684827,1.3396476926885725e-05,100.0
1.0321950155933735e-05,1.0321950155933735e-05,0.0038172585962467087,1.1196905623123143e-05,100.0
8.42908437381773e-06,8.42908437381773e-06,0.0038106205496071244,8.654240069461139e-06,100.0
7.083908847960174e-06,7.083908847960174e-06,0.0038065024245758083,6.8898580369847195e-06,100.0
6.641563967679787e-06,6.641563967679787e-06,0.0038058067604183066,7.790250620587358e-06,100.0
5.037791222295418e-06,5.037791222295418e-06,0.0037995134309093404,5.781662270720744e-06,100.0
4.7847963066116606e-06,4.7847963066116606e-06,0.0037993468904371497,8.461969395412439e-06,100.0
