JT_ss_b,JT_ss_m,var_X,var_N
0.8896562982512006,0.6347751436389253,0.10215477873370105,0.41580688312428915
0.8817136295178937,0.6332208135516803,0.0891260849668658,0.42252408293921295
0.883796636139402,0.6376624717928894,0.0803817093260335,0.4186622522772794
0.8784169093456544,0.6320311548046381,0.07319674401549081,0.4195007592798792
0.8760466212216416,0.6278734792851586,0.06810793808698978,0.4209282895885309
0.8706139935724067,0.6247552792715944,0.06439119254286707,0.4265968129403541
0.8684809431685316,0.629302056296875,0.06131760137051934,0.4308500686753405
0.8665989412842674,0.6314924428473555,0.05787754629740238,0.4311845307116151
0.8700735806463994,0.6317588396719098,0.057079362827291646,0.4262267316182218
0.8629741803763686,0.6300549673696559,0.054385389461875766,0.43505062705055497
0.8590628493741185,0.6312044123190208,0.05147756290921901,0.4355593930549686
0.8630683601247954,0.6336157802827325,0.05069395344639016,0.4295748426360362
0.8560844965760401,0.6323765688668369,0.04789073171700675,0.43788768303952175
0.8530158076737667,0.633027889708403,0.04568094383475718,0.43614262652239777
0.8458707733568407,0.638086395066052,0.04369631087584169,0.44509108376128204
0.8441161056156986,0.6404996726618304,0.04213731204721061,0.44510169628161655
0.8381091244901472,0.640507730383143,0.039696214962340215,0.4498209324479454
0.8363336590759352,0.6383475649013195,0.03847377809117836,0.45210675568479175
0.8359533586134484,0.6389243566295375,0.0379028790250685,0.4554432811192868
0.8417371340929435,0.6439025612510623,0.037432827973368,0.44623042228505216
0.8362350252150087,0.6420463422239111,0.03656878652924167,0.45584170467818197
0.8379744546268255,0.6402739397748944,0.03643319864957206,0.44972585193874703
0.8425515032698347,0.6444346129618614,0.03631686310470417,0.44512756046973845
0.8340908062887096,0.6472030740061466,0.03390709835391903,0.4557843524388634
0.8304668659145886,0.6445294494069596,0.03255634083505943,0.45494996060338
0.8356688429161998,0.6562717023499749,0.03218839892109904,0.4469054068064304
0.8317586417754177,0.6616837230416974,0.030234783295575163,0.45092080664551837
0.8282015238551902,0.6570876142008186,0.02927038072916799,0.4547005006639955
0.8253208510291398,0.6548592733670493,0.028462390630308754,0.4554893629650545
0.8178666260297196,0.6553783694424073,0.028174114005879547,0.46433108248915644
0.8207436130052841,0.6605509731758401,0.02668777606589834,0.4601154910242089
0.8163095268243593,0.6594870858856265,0.02609820478392122,0.46338787165607
0.8146801798969391,0.6590372487240247,0.02529103021205492,0.46456581676661024
0.814245777739242,0.6580372427177977,0.025133317775738906,0.4651381330578239
0.8074261679472318,0.6612736987594514,0.024471285177134927,0.47158071561184123
0.805314019138819,0.6647848483432764,0.023130576924593416,0.4748506249130111
0.8074901612436745,0.6645117408603826,0.022567400082410094,0.4729808744276198
0.8018320267550534,0.6617830406871292,0.022306680498850984,0.48120234958046826
0.8141301858190615,0.6709821404110123,0.02331288682967414,0.46422259426584134
0.8081544002742113,0.6755836560549826,0.021034978471241916,0.46987819717355883
0.8158639442994382,0.6848135166279521,0.02073339447319933,0.4567769976610032
0.8114065530865531,0.6826417370199409,0.019494531460622744,0.46349990135298125
0.8144865696899297,0.6889467152267046,0.0190518947259275,0.45519923160442577
0.8075642727041173,0.6899024591818966,0.01815916676584972,0.45894703172924345
0.8025410174354999,0.6922092328761045,0.017128207425770148,0.4648240193145421
0.8012031588650547,0.6934248416939988,0.016843592687182718,0.4655749454945237
0.8047149096830833,0.7017758597110906,0.016298931577911624,0.46071586302919343
0.8045634086447278,0.7036474770781392,0.01577016813131693,0.45591692089018565
0.7972319085618293,0.7000748007544852,0.014959638806635644,0.46340206525517136
0.7958147372451883,0.7026539461641091,0.01441575151760388,0.4652198778333574
0.790242426852399,0.70310646088268,0.014842693875262825,0.4698392778388296
0.7902517051436553,0.6979260763143774,0.013907723594616894,0.47093724433758677
0.7882542263696402,0.6949797273433465,0.013879442312160206,0.4723790901096896
0.7879090292028175,0.6918674722196909,0.01387899391539782,0.4724596687355005
0.7885263832107174,0.6905536949033764,0.013868300933030486,0.47049031766237537
0.7933610455385911,0.693281812594345,0.013994530571576291,0.46472236112122545
0.7871851520963551,0.6911865226477294,0.013735241236383033,0.4692668019755919
0.7827630464996305,0.6906119981058141,0.013936508245469548,0.47078706429393513
0.7838624396699846,0.6952086710357039,0.013145167505121513,0.46833529478513114
0.7777390041921287,0.6937471070164676,0.012947666647306733,0.4738738485532874
0.774935664442655,0.6886238089705059,0.012934061134193042,0.48123215549464504
0.7811300675692101,0.6902252300251435,0.013326427869537971,0.47115158934524537
0.7693531235968264,0.6860676081925465,0.013517186588618224,0.4872336289229757
0.7682647760091317,0.6824455506608582,0.012873205614174377,0.49060183268424673
0.7650540018013674,0.6811356711095233,0.013506346512343392,0.4944178897986218
0.766745051005188,0.6781294016962502,0.013356855040811966,0.4949170692301008
0.7657361817699984,0.6774102262202688,0.013789693298725147,0.4926187767701933
0.761204779557566,0.6759543583200038,0.012903392602832575,0.4998433533940565
0.7631827726684492,0.6751649976770191,0.01220255475395593,0.496990206006517
0.7595179679369155,0.6718155962614336,0.012532406207395375,0.504672068827591
0.760931239880529,0.6709681645238816,0.012241930518253952,0.5015038328762698
0.7555438584141465,0.6726066220020746,0.012504990968886798,0.5045961362719305
0.7539544374277212,0.6732785066671814,0.012084839798958358,0.5077048044999484
0.7645505224216635,0.6757542129619467,0.01165658044238338,0.497828877999245
0.7574564806168147,0.6743688477107286,0.011227050087717294,0.5050682535167059
0.7647595974645244,0.6808729269694429,0.010642623044855526,0.49302731079328854
0.7596804633857641,0.6843930132456271,0.00993228831437154,0.49508842229985905
0.7632217625152147,0.6887680623180035,0.00975735836298941,0.4888818318017383
0.7604793287110289,0.686317883774131,0.009895271678390771,0.49127965828951625
0.7671456410512794,0.690734536115664,0.010122561975219435,0.482915704968109
0.7557284523979495,0.68730233599594,0.011336341270795636,0.492105037756986
0.7588696299479428,0.6869071642502411,0.009531689528587739,0.4908736339652515
0.7575549790016922,0.6841268760471751,0.009527611299252836,0.49422700980405976
0.7541615300369424,0.6847475023539861,0.009246064155917333,0.49861461727859524
0.7631176968085311,0.690099497072636,0.009339065082046183,0.4870267637508019
0.7529470197164174,0.6873921594892549,0.009210691131396498,0.4984007349186461
0.7564514705958989,0.6848313134871656,0.008761526792510299,0.4955591155447947
0.7641670371381202,0.693242380303565,0.009260306467988144,0.48490276492559614
0.7583797066398672,0.6911768478252922,0.008314510000758335,0.4895209034302952
0.7562697670856195,0.6886432717513813,0.008380018042283166,0.4925604420524432
0.7521164336198942,0.6868903490613248,0.008473497922991902,0.49720084831662525
0.7489896111407692,0.6854136995196649,0.00876578943249584,0.500617844628418
0.751729358848797,0.6860422719535817,0.008203952562204186,0.49787996833318493
0.7533956566159011,0.6884391024326453,0.00832917239723907,0.4946061444103189
0.744562452691366,0.6843235571843054,0.008680506227993878,0.5053289311808977
0.7471854423656192,0.68218690089989,0.008269522991662726,0.5027421478685428
0.7500263549603308,0.6800536663567389,0.008223984462994882,0.5031319895139688
0.7450419290506447,0.6785030233416689,0.008548169159350083,0.5077264037355511
0.7405492169083306,0.6807664140192609,0.008633468025634805,0.5107045658149398
0.7383443010204875,0.6819017151690064,0.008408059432737924,0.5125429550069196
0.7429417507566926,0.6786918323071829,0.008064356357098124,0.5101556844672324
0.7411285996831216,0.6790354671164665,0.007887874185704136,0.5099598293443037
0.7371614408645679,0.6783953855598084,0.008020546297564768,0.5139081748301524
0.7428163856377652,0.6769937809305806,0.008011598477979054,0.5104039302208139
0.7436962912678378,0.6762817936909651,0.007846875775310513,0.5118757803954148
0.7391428999479694,0.6787426764073092,0.007447513318078469,0.5131493691399269
0.7388932396774741,0.6779189448615062,0.007350330704795183,0.5137167662063731
0.7322673854366515,0.6744151867253538,0.007830154794837396,0.5220888036541047
0.733608226928862,0.6740741131480961,0.007486654561257522,0.519578909223072
0.7351032227233469,0.6743209382219078,0.007364602189693814,0.5179192901782925
0.7343229742211909,0.6768880660373584,0.007236049680286127,0.5170091208107985
0.7419847485532214,0.6844467838566176,0.007405478798297449,0.5057905156382381
0.73873827024178,0.6798670283263033,0.007206130807108746,0.512594724609547
0.7364344949713364,0.6802925233268471,0.006596002964895709,0.5137881279819516
0.7325030020294259,0.6775378178447343,0.0072967714774638814,0.5169870100216154
0.7335598486218184,0.6776032417031714,0.006670353299782494,0.5160972664484063
0.7267818842922195,0.6777997815426755,0.00737060541581247,0.5228273045158454
0.7277252273745767,0.674513226947574,0.006871918997683468,0.5231309940726927
0.7245464713570138,0.6727870898069889,0.007546620677202465,0.5259176035685806
0.7235679096578467,0.6714822143567263,0.007319710490256259,0.5274184179986778
0.7280372104140206,0.676028552774647,0.006817995040600211,0.5214896640584499
0.7280872940883851,0.6794730147555728,0.006195454166329717,0.5182571268777241
0.7182265526120036,0.6788050815161684,0.0074017304953201135,0.5286455485551325
0.7265022342449284,0.6849549433455788,0.006136244444329697,0.5176417234917738
0.7239430527889053,0.6838456255378903,0.005940728708631604,0.5207003281532554
0.7189930706214707,0.6825374928893557,0.006205295072799988,0.5257848152058151
0.7127845125806178,0.6756281968641517,0.00802848816323376,0.5362448920413674
0.7205047949793353,0.6720347380450926,0.0061099252128303805,0.5317907072138568
0.7237286038318052,0.6698991897609221,0.006475663902215989,0.5300643878528204
0.7121008500433897,0.6704451562302836,0.007284314156111749,0.5402445202470867
0.7241361836767449,0.6721744300128866,0.006341292868207504,0.5274850306519947
0.7241802584270565,0.6774644657859121,0.006247149306235156,0.5250168109582072
0.7199938487772846,0.6748879929106572,0.005702284591581064,0.5307323519422193
0.7199384509169444,0.6717661655872055,0.0061279354687076015,0.5334557094130048
0.7296738025995884,0.6805462601335927,0.006758098216850805,0.5193255272522315
0.7215565588923284,0.6782346529285364,0.0055538680110232,0.5263346982704893
0.720498968375409,0.6789391185863445,0.0051552076285805715,0.5259203000678769
0.7200420937348864,0.677206837965159,0.005489209558564023,0.5285720993149523
0.7146107557556463,0.6735033700700275,0.0057228260708860335,0.5353187039410239
0.7145827724944427,0.6674240282571686,0.006141594222309088,0.5405288039432086
0.7137457965612526,0.6642022199465217,0.006245271980860889,0.5430770489042533
0.7077569394736964,0.6645154961442659,0.0062618988117497665,0.5490300063497515
0.7088644725602495,0.6629536469466444,0.00612288570600561,0.5467872472160527
0.7130555787201919,0.6646957177578694,0.006086757704533929,0.5426186135969893
0.7052882495223478,0.6639535836214883,0.005659912053466498,0.5494481262090916
0.710700908599388,0.6707470555961857,0.005483540217820604,0.5406328115478147
0.7130681043815242,0.6740084435274287,0.005070181875585722,0.534942966702987
0.7085143979294786,0.6731198696563618,0.005069539995828265,0.5387055208103395
0.6989409227134298,0.6755426155448798,0.006329850179565222,0.5452455517888857
0.7011458470160077,0.6689885449102124,0.00526394895087523,0.5482187944978683
0.6939593407011251,0.6644481439856089,0.006334681383310392,0.5581391741494328
0.6914770392377528,0.662788925283829,0.006147426213942486,0.5620807202488569
0.6914100573512801,0.6607362650137067,0.00580162788124905,0.564059457890906
0.6877565632742848,0.6577560476670454,0.006184768536665053,0.5695706810488024
0.6874553551425329,0.6574816749230603,0.00576285230521878,0.5695863458065693
0.6888002197950736,0.6567238660956969,0.005508046536678246,0.5682523713265408
0.6867601834823153,0.6559398603774808,0.0056001386963726585,0.5703964087795486
0.679775266322751,0.6606785615800954,0.005721970480977445,0.5735889555078626
0.6838734826660742,0.6582506003463692,0.0051707857291938275,0.5722128721055584
0.6824243594322316,0.6613228748476121,0.005085932733770782,0.5718438375424184
0.6818901174516601,0.6629386234106064,0.004755827844709626,0.5693334618253796
0.6780494827971658,0.6632055940986887,0.004913156257265405,0.5727234480303784
0.6750982044500855,0.6588255828667609,0.005370453276850706,0.5788759832110588
0.673959550952717,0.6545029156610128,0.005460297127127589,0.5833619961382466
0.6726512795917333,0.6558453485786321,0.005214871848906677,0.58310123967772
